Qno.,word,FClass,CClass
5129,significant battle fought Belgium 1815,event,ENTY
5130,police department made all-time biggest cocaine bust Ventura County,gr,HUM
5131,gave us `` Rolling Writer '',ind,HUM
5132,days week named,manner,DESC
5133,wrote Secret Life Walter Mitty,ind,HUM
5134,1965 film Jack Lemmon portraying cartoonist,cremat,ENTY
5135,fiber food,def,DESC
5136,traditional drink Kentucky Derby,food,ENTY
5137,head World Bank,ind,HUM
5138,"jets vapor trail , others",reason,DESC
5139,fear childbirth,dismed,ENTY
5140,many people Honda employ U.S.,count,NUM
5141,species Winnie Pooh,animal,ENTY
5142,much calcium adult female daily,count,NUM
5143,popular last name,ind,HUM
5144,ashen-faced eidologist search existence,other,ENTY
5145,moderated first Kennedy-Nixon TV debate,ind,HUM
5146,portrayed George M. Cohan 1942 Yankee Doodle Dandy,ind,HUM
5147,S&P 500 used,reason,DESC
5148,`` Philebus-like '' mean,def,DESC
5149,Nostradamus born,date,NUM
5150,ingredients Coca-Cola,substance,ENTY
5151,U.S. president won Pulitzer Prize,ind,HUM
5152,nuclear proliferation,def,DESC
5153,Maria Theresa,desc,HUM
5154,country origin name Thomas,country,LOC
5155,say `` God bless '' people sneeze,reason,DESC
5156,population largest Chilean city,count,NUM
5157,country highest per capita consumption cheese,country,LOC
5158,Larry King occupation,title,HUM
5159,invented `` Muppets '',ind,HUM
5160,"wheel , e.g. car tire , appear spin opposite direction slows",reason,DESC
5161,sea Bombay,other,LOC
5162,cartoondom Super Six,gr,HUM
5163,`` E Pluribus Unum '' penny mean,def,DESC
5164,difference TFT dual-scan display,desc,DESC
5165,fool wise lose oath win paradise,ind,HUM
5166,English meaning caliente,def,DESC
5167,Americas 47 miles Atlantic Pacific,other,LOC
5168,word `` opera '' mean,def,DESC
5169,tall animated Frankenstein,dist,NUM
5170,ask questions,manner,DESC
5171,U.S. city known Rubber Capital World,city,LOC
5172,countries highest ratio university students,country,LOC
5173,can become FBI agent,manner,DESC
5174,world best selling cookie,food,ENTY
5175,many miles NY Austria,count,NUM
5176,energy Big Bang come,desc,DESC
5177,big universe actually,volsize,NUM
5178,difference Koran Bible,desc,DESC
5179,monarch signed Magna Carta,ind,HUM
5180,U.S. Navy hymn,cremat,ENTY
5181,many sides heptagon,count,NUM
5182,Grand Slam golf tournament wasn 't held 1940 1945,sport,ENTY
5183,idealab !,def,DESC
5184,aborigines,other,LOC
5185,toy can make sleep,product,ENTY
5186,caused division Anglicans Vatican,reason,DESC
5187,corporation Madonna advertise,gr,HUM
5188,river Rome built,other,LOC
5189,"Web Adventours Tours Sydney , Australia",other,LOC
5190,1936 Summer Olympics held,other,LOC
5191,cathedral Thomas Becket murdered,other,LOC
5192,Curious George curious,reason,DESC
5193,U.S.A become involved Barbary Wars,manner,DESC
5194,Kentucky Horse Park close American city,city,LOC
5195,store Martha Stewart advertise,gr,HUM
5196,know multicultural multilingual schools,desc,DESC
5197,origin U.S. Army sergeant stripes,desc,DESC
5198,old Sir Edmund Hillary climbed Mt. Everest,period,NUM
5199,tree photosynthesis occur,other,LOC
5200,science fair projects 8th graders,event,ENTY
5201,strait links Mediterranean Sea Atlantic Ocean,other,LOC
5202,airport Piccadilly subway line,other,LOC
5203,police department made largest cocaine seizure ever Ventura County,gr,HUM
5204,color eight-ball pocket billiards,color,ENTY
5205,first ready-to-eat breakfast cereal,food,ENTY
5206,Benny Carter play,other,ENTY
5207,seven digits follow area code number long distance information,code,NUM
5208,city airport named Logan International,city,LOC
5209,Pope inaugurated Vatican International Radio,ind,HUM
5210,many times 3,count,NUM
5211,many names Eskimo people,count,NUM
5212,"king satirized line : `` King countinghouse , counting money ''",ind,HUM
5213,shape-shifting menace Rom come Earth fight,other,ENTY
5214,nickname Pennsylvania,state,LOC
5215,causes headaches,reason,DESC
5216,Names books James A. Michener set following locations,cremat,ENTY
5217,first stained glass window made,date,NUM
5218,company trademark Master Voice,gr,HUM
5219,Pope inaugurated Vatican International Radio,ind,HUM
5220,director made one silent one sound version Ten Commandments,ind,HUM
5221,swimming become commonplace,date,NUM
5222,presidents USA Masons,ind,HUM
5223,tallest U.S. president,ind,HUM
5224,largest museum world,other,LOC
5225,can enforce new rules group youngsters allowed please .,manner,DESC
5226,character Beverly Hillbillies given names Daisy Moses,ind,HUM
5227,comedienne calls sister-in-law Captain Bligh mother-in-law Moby Dick,ind,HUM
5228,many gallons paint take paint Golden Gate Bridge,count,NUM
5229,president also became supreme court justice,ind,HUM
5230,menstruation begin,date,NUM
5231,makeup originate,other,LOC
5232,modern language capitalizes singular first-person pronoun,lang,ENTY
5233,"claim fame Agra , India",reason,DESC
5234,flag flies Wake Island,other,ENTY
5235,deep fathom,dist,NUM
5236,Kennedy married Ethel,cremat,ENTY
5237,U.S. state Mammoth Cave National Park,state,LOC
5238,famous German word English language,word,ENTY
5239,actress June Havoc legendary sister,ind,HUM
5240,widely used detect birth defects,other,ENTY
5241,chromosome number elephant,other,NUM
5242,killed JFK,ind,HUM
5243,star witness Senate Watergate hearings,ind,HUM
5244,Order Arrow Boy Scouts,def,DESC
5245,country stuck-out tongue friendly greeting,country,LOC
5246,five basic swimming strokes,techmeth,ENTY
5247,son-in-law Sen. Everett Dirkson also senator '70,ind,HUM
5248,Erykah Badu originally,other,LOC
5249,can buy pony Big Island daughter,other,LOC
5250,old George Washington died,period,NUM
5251,recipe formula Coca-Cola,food,ENTY
5252,made rotary engine automobile,gr,HUM
5253,"origin term `` blue moon , '' often occur",desc,DESC
5254,many blacks served Vietnam War,count,NUM
5255,last names gangsters Bonnie Clyde,ind,HUM
5256,address famous Mexican star `` Thalia '',other,LOC
5257,man suffering diphallic terata,dismed,ENTY
5258,invented panties,ind,HUM
5259,Pittsburgh baseball team called,gr,HUM
5260,"p.m. abbreviation , 5 p.m.",exp,ABBR
5261,sport can free-legged pacer compete,sport,ENTY
5262,CPR stand,exp,ABBR
5263,President never held elected office elected White House,ind,HUM
5264,diseases can cured black cumin,dismed,ENTY
5265,fruit ficus produce,food,ENTY
5266,richest person world,ind,HUM
5267,aurora,def,DESC
5268,much time blinking eye take,count,NUM
5269,made short-lived Star Hawks strip unique,reason,DESC
5270,biggest-selling U.S. magazine aimed black audience,cremat,ENTY
5271,deep fathom,dist,NUM
5272,primary language Philippines,lang,ENTY
5273,use `` syringe '' first appear medicinal history,date,NUM
5274,Long March China,def,DESC
5275,international organization founded Clara Barton,gr,HUM
5276,corporation Madonna advertise,gr,HUM
5277,Islamic equivalent Red Cross,termeq,ENTY
5278,many people visit Pope month,count,NUM
5279,planet gave bith Superman,other,LOC
5280,month year television Iceland,date,NUM
5281,George Harrison tune sounded much like Fine Chiffons,cremat,ENTY
5282,buried great pyramid Giza,ind,HUM
5283,"important nation world , historically",country,LOC
5284,current unemployment rate U.S.,perc,NUM
5285,first railroad east coast west coast completed,date,NUM
5286,fast can Corvette go,speed,NUM
5287,diamond lump coal common,desc,DESC
5288,famous actress made first appearance stage age five year 191 `` Baby '',ind,HUM
5289,effect LSD brain,desc,DESC
5290,three successful companies time,gr,HUM
5291,much McDonald hamburger cost 1963,money,NUM
5292,name company manufactures `` American Girl '' doll collection,gr,HUM
5293,horologist,def,DESC
5294,effect Yalta Conference,desc,DESC
5295,group M People,other,LOC
5296,country famous Persian rugs,country,LOC
5297,many attendance Last Supper,count,NUM
5298,long feed puppy Purina Puppy Chow,period,NUM
5299,figures represent Easter Island,def,DESC
5300,"magazine paid $5 , 000 eight-millimeter film John F. Kennedy assassination",cremat,ENTY
5301,name given Islamic counterpart Red Cross,termeq,ENTY
5302,submarine operate,manner,DESC
5303,city graced Arch Titus,city,LOC
5304,Michael Jackson father name,ind,HUM
5305,girl Peter Sellers soup,ind,HUM
5306,creative genius said : `` Everything comes hustles waits '',ind,HUM
5307,Paraguay vacations,manner,DESC
5308,world active volcano located,other,LOC
5309,acronym rating system air conditioner efficiency,abb,ABBR
5310,country bounded part Indian Ocean Coral Tasman seas,country,LOC
5311,many people Randy Steven Craft murder,count,NUM
5312,call section finger one joint another,termeq,ENTY
5313,"happened January 15 , 1969",event,ENTY
5314,Muhammad Ali maneuver George Foreman first victim,techmeth,ENTY
5315,DSL,exp,ABBR
5316,many small businesses United States,count,NUM
5317,Ben Casey boss,ind,HUM
5318,multitalented Academy-award-winning director failed college course motion-picture production,ind,HUM
5319,Ayer rock,other,LOC
5320,Craps player called,termeq,ENTY
5321,Berlin Wall erected,date,NUM
5322,cigarette advertising banned television radio,date,NUM
5323,name game Garry Kasparov plays,sport,ENTY
5324,Caribbean cult Marcus Garvey originate,religion,ENTY
5325,widely cultivated plant,plant,ENTY
5326,wild crazy guy wrote book called Cruel Shoes,ind,HUM
5327,city theatrical district dubbed Roaring Forties,city,LOC
5328,temperature set baking Peachy Oat Muffins,temp,NUM
5329,police force Mack Sennett create,gr,HUM
5330,many home runs Babe Ruth hit lifetime,count,NUM
5331,"Death Salesman original movie , 1985",ind,HUM
5332,get complete list people living last name Kilvington,manner,DESC
5333,Dr. Ruth last name,ind,HUM
5334,world common compound,substance,ENTY
5335,George Washington born,other,LOC
5336,many colors spectrum,count,NUM
5337,middle name movie producer Joseph E. Levine,ind,HUM
5338,Define Sinn Fein .,def,DESC
5339,two Caribbean countries share island Hispaniola,country,LOC
5340,baby powder baby lotion makes smell way,reason,DESC
5341,probability theory,def,DESC
5342,told Ball Four,ind,HUM
5343,kind car Janis Joplin ask Lord buy,product,ENTY
5344,followed Willy Brandt chancellor Federal Republic Germany,ind,HUM
5345,continent second-highest peak Mont Blanc,mount,LOC
5346,Peruvian city home mummified body Francisco Pizarro,city,LOC
5347,French revolutionaries storm Bastille,date,NUM
5348,can look someone E-mail address Internet,manner,DESC
5349,many men died building Mackinaw Bridge,count,NUM
5350,tell somebody like,manner,DESC
5351,name world know Renaissance artist Kyriakos Theotokopoulos,ind,HUM
5352,president Bolivia,ind,HUM
5353,nationality Gorbachev,country,LOC
5354,played title role Romantic Englishwoman,ind,HUM
5355,President told Gene Autry : `` Please give regards wife Dale '',ind,HUM
5356,made deodorant claimed `` actually builds resistance odor '',ind,HUM
5357,shape football stated NFL rulebook,other,ENTY
5358,origin thank notes,desc,DESC
5359,used AuH2O election slogan,ind,HUM
5360,long pay back debt claiming chapter 11 bankruptcy,period,NUM
5361,Shakespearean play featured Shylock,cremat,ENTY
5362,magazine `` fine entertainment men '',cremat,ENTY
5363,roosters sing five o 'clock morning,reason,DESC
5364,features African elephant larger Indian elephant,desc,DESC
5365,ocean surrounds Maldive Islands,other,LOC
5366,South American country won first World Cup soccer title 1978,country,LOC
5367,many cullions male,count,NUM
5368,painter popularized soup cans Brillo soap pad boxes,ind,HUM
5369,played Lucas McCain Rifleman,ind,HUM
5370,colorful sea region Greek legend say Amazons lived near,other,LOC
5371,person convicted Lai Massacre,ind,HUM
5372,continent Mozambique,other,LOC
5373,words English two u back back,word,ENTY
5374,Hasidic Jews refrain dating,other,ENTY
5375,"name given 6 , 500 German airforce troops used Spanish Civil War training exercise",gr,HUM
5376,poetic meter blank verse,def,DESC
5377,Rotary engine cars made company,gr,HUM
5378,lawyer represented Randy Steven Craft,ind,HUM
5379,history soft drink Mr. Pibb,desc,DESC
5380,"real berry : blackberry , cranberry , raspberry , strawberry",food,ENTY
5381,materials three little pigs use build houses,substance,ENTY
5382,part Benjamin Franklin play development newspaper America,ind,HUM
5383,Microsoft established,date,NUM
5384,"President Kennedy , Lee Harvey Oswald , Jack Ruby die",date,NUM
5385,U.S. location Procter & Gamble corporate offices,other,LOC
5386,platinum,def,DESC
5387,state known Hawkeye State,state,LOC
5388,prime minister Australia,ind,HUM
5389,southern states U.S.,state,LOC
5390,River Seine empty,other,LOC
5391,people use freshen breath toothpaste,other,ENTY
5392,airplane Fawaz Younis convicted hijacking,veh,ENTY
5393,state Anita Bryant represent 1959 Miss America contest,state,LOC
5394,many soldiers involved last Panama invasion United States America,count,NUM
5395,Describe Long March .,desc,DESC
5396,major league baseball team compiled best won-lost record 1957 1983,gr,HUM
5397,many propellers helped power plane Wright brothers flew history,count,NUM
5398,"died 1 , 000 U.S. patents credit",ind,HUM
5399,name Randy Steven Craft lawyer,ind,HUM
5400,won first general election President held Malawi May 1994,ind,HUM
5401,South Bend,other,LOC
5402,country coastline,country,LOC
5403,two states Washington D.C.,state,LOC
5404,year Joe DiMaggio compile 56-game hitting streak,date,NUM
5405,year setting American Graffiti,date,NUM
5406,art quilting begin,date,NUM
5407,eggs supposed stored small end,reason,DESC
5408,must exceeded produce sonic boom,other,ENTY
5409,fear fish,dismed,ENTY
5410,much Iran-Contra investigation cost,money,NUM
5411,double-O indicate 007,def,DESC
5412,"Argentine revolutionary fought Castro died Bolivia May , 1979",ind,HUM
5413,botanical marvel Nebuchadnezzar build,other,LOC
5414,known queen Drinks,food,ENTY
5415,famous comic strip character died acne,ind,HUM
5416,aortic abdominal aneurysm,def,DESC
5417,chloroplasts,def,DESC
5418,many John Deere tractors manufactured,count,NUM
5419,Zebulon Pike,desc,HUM
5420,forward-thinking Simon Brothers Bakery Chicago insert bagels boost business,other,ENTY
5421,communist control end Hungary,date,NUM
5422,legally make will testament,manner,DESC
5423,make color purple,manner,DESC
5424,beer name translated `` lion brew '',food,ENTY
5425,common Christian name U.S. presidents,ind,HUM
5426,many cherubs Trivial Pursuit board,count,NUM
5427,can search word within webpage,manner,DESC
5428,many people live Chile,count,NUM
5429,sport Cleaveland Cavaliers play,sport,ENTY
5430,European country monarchy restored 1975,country,LOC
5431,"sometimes hands cold , rest isn 't",reason,DESC
5432,English explorer discovered named Virginia,ind,HUM
5433,war added jeep quisling English language,event,ENTY
5434,country home Heineken beer,country,LOC
5435,people make half Soviet Union population,gr,HUM
5436,money used,currency,ENTY
5437,Charles Lindbergh die,date,NUM
5438,many athletes Puerto Rico enter 1984 Winter Olympics,count,NUM
5439,highest continent,other,LOC
5440,used make cars rotary engines,gr,HUM
5441,legal rights automobile repossession California,desc,DESC
